Year,périodes,valeur
1923,SON,-0.32
1924,SON,-0.47
1925,SON,-0.23
1926,SON,-0.26
1927,SON,-0.24
1928,SON,-0.26
1929,SON,-0.25
1930,SON,-0.19
1931,SON,-0.3
1932,SON,-0.27
1933,SON,-0.34
1934,SON,-0.21
1935,SON,-0.25
1936,SON,-0.16
1937,SON,-0.11
1938,SON,-0.12
1939,SON,-0.17
1940,SON,0.03
1941,SON,0.16
1942,SON,-0.17
1943,SON,-0.01
1944,SON,0.11
1945,SON,0.14
1946,SON,-0.16
1947,SON,-0.22
1948,SON,-0.24
1949,SON,-0.21
1950,SON,-0.29
1951,SON,-0.13
1952,SON,-0.01
1953,SON,-0.1
1954,SON,-0.22
1955,SON,-0.22
1956,SON,-0.11
1957,SON,0.02
1958,SON,-0.03
1959,SON,-0.18
1960,SON,-0.02
1961,SON,0.07
1962,SON,-0.02
1963,SON,-0.01
1964,SON,-0.28
1965,SON,-0.11
1966,SON,-0.13
1967,SON,-0.12
1968,SON,0.0
1969,SON,0.13
1970,SON,0.19
1971,SON,-0.01
1972,SON,0.26
1973,SON,0.23
1974,SON,0.05
1975,SON,-0.03
1976,SON,0.08
1977,SON,0.02
1978,SON,0.09
1979,SON,0.31
1980,SON,0.28
1981,SON,0.09
1982,SON,0.32
1983,SON,0.27
1984,SON,0.29
1985,SON,0.17
1986,SON,0.16
1987,SON,0.42
1988,SON,0.39
1989,SON,0.35
1990,SON,0.31
1991,SON,0.36
1992,SON,0.21
1993,SON,0.31
1994,SON,0.33
1995,SON,0.3
1996,SON,0.44
1997,SON,0.62
1998,SON,0.3
1999,SON,0.28
2000,SON,0.36
2001,SON,0.45
2002,SON,0.54
2003,SON,0.45
2004,SON,0.47
2005,SON,0.51
2006,SON,0.49
2007,SON,0.41
2008,SON,0.52
2009,SON,0.63
2010,SON,0.51
2011,SON,0.44
2012,SON,0.63
2013,SON,0.64
2014,SON,0.71
2015,SON,0.72
2016,SON,0.68
2017,SON,0.6
2018,SON,0.72
2019,SON,0.72
2020,SON,0.63
2021,SON,0.68
2022,SON,0.54
2023,SON,0.99
2024,SON,0.87
2025,SON,0.91
