Year,périodes,valeur
1880,Jan,-0.38
1881,Jan,-0.32
1882,Jan,0.24
1883,Jan,-0.59
1884,Jan,-0.18
1885,Jan,-1.02
1886,Jan,-0.76
1887,Jan,-1.1
1888,Jan,-0.5
1889,Jan,-0.3
1890,Jan,-0.66
1891,Jan,-0.47
1892,Jan,-0.51
1893,Jan,-1.51
1894,Jan,-0.93
1895,Jan,-0.72
1896,Jan,-0.39
1897,Jan,-0.42
1898,Jan,0.02
1899,Jan,-0.15
1900,Jan,-0.64
1901,Jan,-0.36
1902,Jan,-0.15
1903,Jan,-0.25
1904,Jan,-0.78
1905,Jan,-0.43
1906,Jan,-0.57
1907,Jan,-0.6
1908,Jan,-0.56
1909,Jan,-0.95
1910,Jan,-0.37
1911,Jan,-0.72
1912,Jan,-0.37
1913,Jan,-0.57
1914,Jan,0.15
1915,Jan,-0.28
1916,Jan,-0.12
1917,Jan,-0.54
1918,Jan,-0.71
1919,Jan,-0.39
1920,Jan,-0.17
1921,Jan,0.17
1922,Jan,-0.4
1923,Jan,-0.18
1924,Jan,-0.28
1925,Jan,-0.28
1926,Jan,0.53
1927,Jan,-0.29
1928,Jan,0.25
1929,Jan,-0.56
1930,Jan,-0.13
1931,Jan,0.0
1932,Jan,0.37
1933,Jan,-0.2
1934,Jan,-0.15
1935,Jan,-0.41
1936,Jan,-0.29
1937,Jan,0.08
1938,Jan,0.35
1939,Jan,0.02
1940,Jan,-0.11
1941,Jan,0.17
1942,Jan,0.39
1943,Jan,-0.1
1944,Jan,0.62
1945,Jan,0.11
1946,Jan,0.34
1947,Jan,-0.04
1948,Jan,0.3
1949,Jan,0.22
1950,Jan,-0.29
1951,Jan,-0.36
1952,Jan,0.17
1953,Jan,0.24
1954,Jan,-0.24
1955,Jan,0.43
1956,Jan,-0.04
1957,Jan,-0.13
1958,Jan,0.69
1959,Jan,0.24
1960,Jan,0.15
1961,Jan,0.17
1962,Jan,0.27
1963,Jan,0.08
1964,Jan,-0.04
1965,Jan,-0.02
1966,Jan,-0.25
1967,Jan,-0.18
1968,Jan,-0.29
1969,Jan,-0.43
1970,Jan,-0.03
1971,Jan,-0.15
1972,Jan,-0.54
1973,Jan,0.15
1974,Jan,-0.26
1975,Jan,0.16
1976,Jan,0.05
1977,Jan,-0.16
1978,Jan,0.16
1979,Jan,-0.05
1980,Jan,0.21
1981,Jan,0.8
1982,Jan,-0.14
1983,Jan,0.55
1984,Jan,0.33
1985,Jan,0.07
1986,Jan,0.36
1987,Jan,0.25
1988,Jan,0.59
1989,Jan,0.08
1990,Jan,0.47
1991,Jan,0.59
1992,Jan,0.61
1993,Jan,0.39
1994,Jan,0.34
1995,Jan,0.75
1996,Jan,0.27
1997,Jan,0.34
1998,Jan,0.62
1999,Jan,0.59
2000,Jan,0.38
2001,Jan,0.56
2002,Jan,1.02
2003,Jan,0.93
2004,Jan,0.67
2005,Jan,0.95
2006,Jan,0.65
2007,Jan,1.45
2008,Jan,0.33
2009,Jan,0.82
2010,Jan,0.8
2011,Jan,0.62
2012,Jan,0.65
2013,Jan,0.85
2014,Jan,0.98
2015,Jan,1.19
2016,Jan,1.56
2017,Jan,1.38
2018,Jan,1.13
2019,Jan,1.19
2020,Jan,1.59
2021,Jan,1.26
2022,Jan,1.24
2023,Jan,1.29
2024,Jan,1.67
2025,Jan,1.84
1880,Feb,-0.53
1881,Feb,-0.24
1882,Feb,0.2
1883,Feb,-0.67
1884,Feb,-0.12
1885,Feb,-0.47
1886,Feb,-0.85
1887,Feb,-0.72
1888,Feb,-0.63
1889,Feb,0.27
1890,Feb,-0.59
1891,Feb,-0.68
1892,Feb,-0.19
1893,Feb,-0.97
1894,Feb,-0.44
1895,Feb,-0.82
1896,Feb,-0.2
1897,Feb,-0.44
1898,Feb,-0.47
1899,Feb,-0.66
1900,Feb,-0.17
1901,Feb,-0.11
1902,Feb,-0.04
1903,Feb,0.1
1904,Feb,-0.63
1905,Feb,-0.84
1906,Feb,-0.54
1907,Feb,-0.74
1908,Feb,-0.29
1909,Feb,-0.47
1910,Feb,-0.4
1911,Feb,-0.6
1912,Feb,-0.18
1913,Feb,-0.66
1914,Feb,-0.12
1915,Feb,-0.1
1916,Feb,-0.18
1917,Feb,-0.69
1918,Feb,-0.47
1919,Feb,-0.41
1920,Feb,-0.3
1921,Feb,-0.11
1922,Feb,-0.64
1923,Feb,-0.48
1924,Feb,-0.21
1925,Feb,-0.37
1926,Feb,0.18
1927,Feb,-0.08
1928,Feb,0.08
1929,Feb,-0.8
1930,Feb,-0.2
1931,Feb,-0.24
1932,Feb,-0.2
1933,Feb,-0.31
1934,Feb,0.32
1935,Feb,0.56
1936,Feb,-0.51
1937,Feb,0.24
1938,Feb,0.28
1939,Feb,-0.02
1940,Feb,0.13
1941,Feb,0.46
1942,Feb,-0.1
1943,Feb,0.38
1944,Feb,0.43
1945,Feb,-0.06
1946,Feb,0.09
1947,Feb,-0.03
1948,Feb,-0.15
1949,Feb,-0.09
1950,Feb,-0.27
1951,Feb,-0.51
1952,Feb,0.17
1953,Feb,0.37
1954,Feb,0.0
1955,Feb,-0.12
1956,Feb,-0.32
1957,Feb,-0.05
1958,Feb,0.28
1959,Feb,0.17
1960,Feb,0.42
1961,Feb,0.29
1962,Feb,0.36
1963,Feb,0.5
1964,Feb,-0.02
1965,Feb,-0.37
1966,Feb,0.03
1967,Feb,-0.37
1968,Feb,-0.16
1969,Feb,-0.46
1970,Feb,0.27
1971,Feb,-0.21
1972,Feb,-0.52
1973,Feb,0.43
1974,Feb,-0.35
1975,Feb,0.09
1976,Feb,-0.12
1977,Feb,0.11
1978,Feb,0.04
1979,Feb,-0.36
1980,Feb,0.4
1981,Feb,0.62
1982,Feb,0.16
1983,Feb,0.35
1984,Feb,0.02
1985,Feb,-0.3
1986,Feb,0.31
1987,Feb,0.5
1988,Feb,0.46
1989,Feb,0.39
1990,Feb,0.54
1991,Feb,0.57
1992,Feb,0.5
1993,Feb,0.52
1994,Feb,-0.05
1995,Feb,1.19
1996,Feb,0.54
1997,Feb,0.6
1998,Feb,1.04
1999,Feb,1.0
2000,Feb,0.89
2001,Feb,0.46
2002,Feb,1.14
2003,Feb,0.57
2004,Feb,0.91
2005,Feb,0.72
2006,Feb,0.96
2007,Feb,0.9
2008,Feb,0.59
2009,Feb,0.7
2010,Feb,0.95
2011,Feb,0.55
2012,Feb,0.57
2013,Feb,0.78
2014,Feb,0.71
2015,Feb,1.2
2016,Feb,1.93
2017,Feb,1.51
2018,Feb,1.23
2019,Feb,1.13
2020,Feb,1.69
2021,Feb,0.95
2022,Feb,1.16
2023,Feb,1.28
2024,Feb,1.92
2025,Feb,1.63
1880,Mar,-0.25
1881,Mar,-0.05
1882,Mar,0.0
1883,Mar,-0.16
1884,Mar,-0.65
1885,Mar,-0.25
1886,Mar,-0.72
1887,Mar,-0.45
1888,Mar,-0.65
1889,Mar,-0.04
1890,Mar,-0.49
1891,Mar,-0.17
1892,Mar,-0.67
1893,Mar,-0.33
1894,Mar,-0.23
1895,Mar,-0.51
1896,Mar,-0.51
1897,Mar,-0.42
1898,Mar,-0.82
1899,Mar,-0.6
1900,Mar,0.03
1901,Mar,0.25
1902,Mar,-0.39
1903,Mar,-0.18
1904,Mar,-0.48
1905,Mar,-0.24
1906,Mar,-0.22
1907,Mar,-0.33
1908,Mar,-0.72
1909,Mar,-0.68
1910,Mar,-0.52
1911,Mar,-0.65
1912,Mar,-0.62
1913,Mar,-0.49
1914,Mar,-0.37
1915,Mar,-0.25
1916,Mar,-0.4
1917,Mar,-0.76
1918,Mar,-0.27
1919,Mar,-0.4
1920,Mar,-0.01
1921,Mar,-0.12
1922,Mar,-0.12
1923,Mar,-0.41
1924,Mar,0.02
1925,Mar,-0.23
1926,Mar,0.38
1927,Mar,-0.47
1928,Mar,-0.23
1929,Mar,-0.2
1930,Mar,0.11
1931,Mar,-0.07
1932,Mar,-0.21
1933,Mar,-0.32
1934,Mar,-0.28
1935,Mar,0.02
1936,Mar,-0.13
1937,Mar,-0.23
1938,Mar,0.34
1939,Mar,-0.25
1940,Mar,0.02
1941,Mar,0.12
1942,Mar,-0.01
1943,Mar,-0.01
1944,Mar,0.3
1945,Mar,0.1
1946,Mar,0.12
1947,Mar,0.29
1948,Mar,-0.27
1949,Mar,0.04
1950,Mar,0.06
1951,Mar,-0.18
1952,Mar,-0.22
1953,Mar,0.25
1954,Mar,-0.17
1955,Mar,-0.43
1956,Mar,-0.23
1957,Mar,-0.1
1958,Mar,0.16
1959,Mar,0.33
1960,Mar,-0.4
1961,Mar,0.22
1962,Mar,0.3
1963,Mar,-0.11
1964,Mar,-0.32
1965,Mar,-0.09
1966,Mar,0.0
1967,Mar,0.23
1968,Mar,0.44
1969,Mar,-0.2
1970,Mar,-0.07
1971,Mar,-0.28
1972,Mar,0.01
1973,Mar,0.31
1974,Mar,0.03
1975,Mar,0.1
1976,Mar,-0.31
1977,Mar,0.26
1978,Mar,0.21
1979,Mar,0.18
1980,Mar,0.07
1981,Mar,0.68
1982,Mar,0.06
1983,Mar,0.42
1984,Mar,0.18
1985,Mar,0.0
1986,Mar,0.26
1987,Mar,0.0
1988,Mar,0.47
1989,Mar,0.45
1990,Mar,1.16
1991,Mar,0.46
1992,Mar,0.55
1993,Mar,0.39
1994,Mar,0.49
1995,Mar,0.59
1996,Mar,0.32
1997,Mar,0.74
1998,Mar,0.72
1999,Mar,0.29
2000,Mar,0.83
2001,Mar,0.76
2002,Mar,1.11
2003,Mar,0.66
2004,Mar,0.86
2005,Mar,0.95
2006,Mar,0.78
2007,Mar,0.93
2008,Mar,1.14
2009,Mar,0.58
2010,Mar,1.11
2011,Mar,0.89
2012,Mar,0.69
2013,Mar,0.82
2014,Mar,1.2
2015,Mar,1.32
2016,Mar,1.89
2017,Mar,1.51
2018,Mar,1.18
2019,Mar,1.55
2020,Mar,1.67
2021,Mar,1.21
2022,Mar,1.41
2023,Mar,1.64
2024,Mar,1.77
2025,Mar,1.84
1880,Apr,-0.32
1881,Apr,-0.01
1882,Apr,-0.34
1883,Apr,-0.3
1884,Apr,-0.6
1885,Apr,-0.5
1886,Apr,-0.38
1887,Apr,-0.4
1888,Apr,-0.24
1889,Apr,0.14
1890,Apr,-0.27
1891,Apr,-0.37
1892,Apr,-0.46
1893,Apr,-0.31
1894,Apr,-0.55
1895,Apr,-0.2
1896,Apr,-0.63
1897,Apr,-0.07
1898,Apr,-0.3
1899,Apr,-0.25
1900,Apr,-0.12
1901,Apr,0.08
1902,Apr,-0.39
1903,Apr,-0.48
1904,Apr,-0.52
1905,Apr,-0.47
1906,Apr,0.02
1907,Apr,-0.47
1908,Apr,-0.5
1909,Apr,-0.67
1910,Apr,-0.43
1911,Apr,-0.48
1912,Apr,-0.18
1913,Apr,-0.52
1914,Apr,-0.4
1915,Apr,0.06
1916,Apr,-0.36
1917,Apr,-0.66
1918,Apr,-0.61
1919,Apr,-0.26
1920,Apr,-0.22
1921,Apr,-0.18
1922,Apr,-0.17
1923,Apr,-0.54
1924,Apr,-0.27
1925,Apr,-0.17
1926,Apr,-0.14
1927,Apr,-0.27
1928,Apr,-0.33
1929,Apr,-0.36
1930,Apr,-0.16
1931,Apr,-0.21
1932,Apr,0.09
1933,Apr,-0.18
1934,Apr,-0.29
1935,Apr,-0.37
1936,Apr,-0.07
1937,Apr,-0.07
1938,Apr,0.31
1939,Apr,-0.09
1940,Apr,0.27
1941,Apr,0.12
1942,Apr,0.08
1943,Apr,0.3
1944,Apr,0.18
1945,Apr,0.29
1946,Apr,0.32
1947,Apr,0.23
1948,Apr,-0.03
1949,Apr,-0.03
1950,Apr,-0.22
1951,Apr,0.06
1952,Apr,0.17
1953,Apr,0.41
1954,Apr,-0.01
1955,Apr,-0.24
1956,Apr,-0.26
1957,Apr,-0.09
1958,Apr,0.03
1959,Apr,0.22
1960,Apr,-0.13
1961,Apr,0.14
1962,Apr,0.22
1963,Apr,0.04
1964,Apr,-0.3
1965,Apr,-0.26
1966,Apr,-0.22
1967,Apr,0.05
1968,Apr,-0.01
1969,Apr,0.03
1970,Apr,-0.02
1971,Apr,-0.2
1972,Apr,-0.12
1973,Apr,0.18
1974,Apr,-0.1
1975,Apr,0.05
1976,Apr,0.02
1977,Apr,0.25
1978,Apr,0.07
1979,Apr,-0.17
1980,Apr,0.15
1981,Apr,0.39
1982,Apr,0.17
1983,Apr,0.07
1984,Apr,-0.07
1985,Apr,-0.04
1986,Apr,0.15
1987,Apr,0.07
1988,Apr,0.44
1989,Apr,0.32
1990,Apr,0.71
1991,Apr,0.56
1992,Apr,0.16
1993,Apr,0.23
1994,Apr,0.48
1995,Apr,0.71
1996,Apr,0.18
1997,Apr,0.49
1998,Apr,0.88
1999,Apr,0.54
2000,Apr,0.88
2001,Apr,0.6
2002,Apr,0.51
2003,Apr,0.61
2004,Apr,0.7
2005,Apr,0.93
2006,Apr,0.6
2007,Apr,1.07
2008,Apr,0.65
2009,Apr,0.71
2010,Apr,1.14
2011,Apr,0.83
2012,Apr,1.06
2013,Apr,0.67
2014,Apr,1.1
2015,Apr,1.02
2016,Apr,1.46
2017,Apr,1.19
2018,Apr,0.97
2019,Apr,1.25
2020,Apr,1.39
2021,Apr,1.13
2022,Apr,1.09
2023,Apr,1.02
2024,Apr,1.79
2025,Apr,1.6
1880,May,-0.08
1881,May,0.02
1882,May,-0.26
1883,May,-0.26
1884,May,-0.37
1885,May,-0.6
1886,May,-0.35
1887,May,-0.28
1888,May,-0.18
1889,May,-0.06
1890,May,-0.37
1891,May,-0.16
1892,May,-0.24
1893,May,-0.44
1894,May,-0.27
1895,May,-0.32
1896,May,-0.19
1897,May,0.11
1898,May,-0.3
1899,May,-0.27
1900,May,-0.06
1901,May,-0.13
1902,May,-0.41
1903,May,-0.45
1904,May,-0.46
1905,May,-0.31
1906,May,-0.26
1907,May,-0.6
1908,May,-0.31
1909,May,-0.51
1910,May,-0.32
1911,May,-0.47
1912,May,-0.14
1913,May,-0.56
1914,May,-0.21
1915,May,-0.01
1916,May,-0.39
1917,May,-0.75
1918,May,-0.51
1919,May,-0.43
1920,May,-0.23
1921,May,-0.26
1922,May,-0.19
1923,May,-0.4
1924,May,-0.07
1925,May,-0.23
1926,May,-0.23
1927,May,-0.15
1928,May,-0.18
1929,May,-0.28
1930,May,-0.21
1931,May,-0.15
1932,May,-0.11
1933,May,-0.27
1934,May,0.07
1935,May,-0.3
1936,May,-0.01
1937,May,0.11
1938,May,0.02
1939,May,0.0
1940,May,0.15
1941,May,0.22
1942,May,0.15
1943,May,0.22
1944,May,0.23
1945,May,0.08
1946,May,0.03
1947,May,0.07
1948,May,0.17
1949,May,0.0
1950,May,-0.05
1951,May,0.17
1952,May,0.15
1953,May,0.25
1954,May,-0.07
1955,May,-0.13
1956,May,-0.3
1957,May,-0.05
1958,May,0.12
1959,May,0.04
1960,May,0.03
1961,May,0.07
1962,May,0.02
1963,May,-0.05
1964,May,-0.1
1965,May,-0.14
1966,May,-0.05
1967,May,0.21
1968,May,-0.06
1969,May,0.11
1970,May,0.0
1971,May,-0.12
1972,May,-0.15
1973,May,0.09
1974,May,-0.19
1975,May,-0.02
1976,May,-0.26
1977,May,0.23
1978,May,-0.06
1979,May,0.01
1980,May,0.26
1981,May,0.18
1982,May,0.09
1983,May,0.05
1984,May,0.23
1985,May,0.09
1986,May,0.19
1987,May,0.23
1988,May,0.43
1989,May,0.22
1990,May,0.5
1991,May,0.33
1992,May,0.19
1993,May,0.32
1994,May,0.39
1995,May,0.42
1996,May,0.35
1997,May,0.43
1998,May,0.66
1999,May,0.36
2000,May,0.54
2001,May,0.69
2002,May,0.52
2003,May,0.72
2004,May,0.52
2005,May,0.77
2006,May,0.76
2007,May,0.71
2008,May,0.61
2009,May,0.65
2010,May,0.94
2011,May,0.66
2012,May,0.96
2013,May,0.77
2014,May,0.9
2015,May,1.05
2016,May,1.12
2017,May,0.93
2018,May,1.01
2019,May,1.02
2020,May,1.27
2021,May,1.05
2022,May,1.03
2023,May,1.13
2024,May,1.44
2025,May,1.22
1880,Jun,-0.18
1881,Jun,-0.35
1882,Jun,-0.32
1883,Jun,-0.12
1884,Jun,-0.42
1885,Jun,-0.47
1886,Jun,-0.39
1887,Jun,-0.22
1888,Jun,-0.05
1889,Jun,-0.09
1890,Jun,-0.18
1891,Jun,-0.14
1892,Jun,-0.06
1893,Jun,-0.19
1894,Jun,-0.42
1895,Jun,-0.22
1896,Jun,0.05
1897,Jun,-0.09
1898,Jun,-0.11
1899,Jun,-0.37
1900,Jun,-0.13
1901,Jun,-0.01
1902,Jun,-0.41
1903,Jun,-0.47
1904,Jun,-0.5
1905,Jun,-0.29
1906,Jun,-0.12
1907,Jun,-0.52
1908,Jun,-0.32
1909,Jun,-0.54
1910,Jun,-0.47
1911,Jun,-0.35
1912,Jun,-0.17
1913,Jun,-0.52
1914,Jun,-0.25
1915,Jun,-0.14
1916,Jun,-0.52
1917,Jun,-0.51
1918,Jun,-0.47
1919,Jun,-0.41
1920,Jun,-0.27
1921,Jun,-0.16
1922,Jun,-0.17
1923,Jun,-0.26
1924,Jun,-0.21
1925,Jun,-0.27
1926,Jun,-0.21
1927,Jun,-0.15
1928,Jun,-0.33
1929,Jun,-0.4
1930,Jun,-0.13
1931,Jun,0.14
1932,Jun,-0.15
1933,Jun,-0.32
1934,Jun,-0.02
1935,Jun,-0.16
1936,Jun,0.03
1937,Jun,0.14
1938,Jun,-0.08
1939,Jun,-0.01
1940,Jun,0.15
1941,Jun,0.2
1942,Jun,0.09
1943,Jun,-0.08
1944,Jun,0.16
1945,Jun,0.08
1946,Jun,-0.05
1947,Jun,0.01
1948,Jun,0.04
1949,Jun,-0.2
1950,Jun,-0.07
1951,Jun,-0.02
1952,Jun,0.15
1953,Jun,0.25
1954,Jun,-0.04
1955,Jun,-0.1
1956,Jun,-0.2
1957,Jun,0.12
1958,Jun,0.05
1959,Jun,0.14
1960,Jun,0.19
1961,Jun,0.18
1962,Jun,-0.13
1963,Jun,-0.04
1964,Jun,-0.09
1965,Jun,-0.2
1966,Jun,0.06
1967,Jun,-0.06
1968,Jun,-0.05
1969,Jun,-0.04
1970,Jun,0.02
1971,Jun,-0.14
1972,Jun,-0.1
1973,Jun,0.16
1974,Jun,-0.18
1975,Jun,-0.08
1976,Jun,-0.2
1977,Jun,0.22
1978,Jun,-0.14
1979,Jun,0.08
1980,Jun,0.19
1981,Jun,0.27
1982,Jun,0.01
1983,Jun,0.1
1984,Jun,0.09
1985,Jun,0.0
1986,Jun,0.14
1987,Jun,0.16
1988,Jun,0.4
1989,Jun,0.24
1990,Jun,0.48
1991,Jun,0.47
1992,Jun,0.05
1993,Jun,0.22
1994,Jun,0.41
1995,Jun,0.5
1996,Jun,0.25
1997,Jun,0.49
1998,Jun,0.73
1999,Jun,0.35
2000,Jun,0.44
2001,Jun,0.51
2002,Jun,0.68
2003,Jun,0.54
2004,Jun,0.47
2005,Jun,0.79
2006,Jun,0.81
2007,Jun,0.65
2008,Jun,0.61
2009,Jun,0.67
2010,Jun,0.84
2011,Jun,0.76
2012,Jun,0.94
2013,Jun,0.78
2014,Jun,0.81
2015,Jun,1.06
2016,Jun,1.13
2017,Jun,0.94
2018,Jun,0.86
2019,Jun,1.2
2020,Jun,1.14
2021,Jun,1.21
2022,Jun,1.13
2023,Jun,1.2
2024,Jun,1.54
2025,Jun,1.19
1880,Jul,-0.21
1881,Jul,0.06
1882,Jul,-0.3
1883,Jul,-0.07
1884,Jul,-0.42
1885,Jul,-0.36
1886,Jul,-0.16
1887,Jul,-0.26
1888,Jul,-0.03
1889,Jul,-0.09
1890,Jul,-0.25
1891,Jul,-0.14
1892,Jul,-0.39
1893,Jul,-0.15
1894,Jul,-0.22
1895,Jul,-0.21
1896,Jul,-0.03
1897,Jul,0.02
1898,Jul,-0.14
1899,Jul,-0.19
1900,Jul,-0.14
1901,Jul,-0.01
1902,Jul,-0.34
1903,Jul,-0.45
1904,Jul,-0.61
1905,Jul,-0.23
1906,Jul,-0.28
1907,Jul,-0.42
1908,Jul,-0.37
1909,Jul,-0.47
1910,Jul,-0.4
1911,Jul,-0.4
1912,Jul,-0.54
1913,Jul,-0.53
1914,Jul,-0.35
1915,Jul,-0.11
1916,Jul,-0.35
1917,Jul,-0.34
1918,Jul,-0.35
1919,Jul,-0.35
1920,Jul,-0.26
1921,Jul,-0.05
1922,Jul,-0.29
1923,Jul,-0.31
1924,Jul,-0.23
1925,Jul,-0.27
1926,Jul,-0.2
1927,Jul,-0.09
1928,Jul,-0.12
1929,Jul,-0.37
1930,Jul,-0.04
1931,Jul,0.07
1932,Jul,-0.16
1933,Jul,-0.15
1934,Jul,-0.05
1935,Jul,-0.05
1936,Jul,0.07
1937,Jul,0.14
1938,Jul,-0.03
1939,Jul,0.04
1940,Jul,0.14
1941,Jul,0.24
1942,Jul,-0.02
1943,Jul,-0.03
1944,Jul,0.14
1945,Jul,0.07
1946,Jul,-0.04
1947,Jul,-0.03
1948,Jul,0.01
1949,Jul,-0.11
1950,Jul,-0.19
1951,Jul,0.08
1952,Jul,0.14
1953,Jul,0.21
1954,Jul,-0.11
1955,Jul,-0.05
1956,Jul,-0.19
1957,Jul,0.11
1958,Jul,0.05
1959,Jul,0.05
1960,Jul,0.09
1961,Jul,0.06
1962,Jul,0.1
1963,Jul,0.1
1964,Jul,-0.13
1965,Jul,-0.18
1966,Jul,0.11
1967,Jul,0.04
1968,Jul,-0.08
1969,Jul,0.06
1970,Jul,-0.04
1971,Jul,-0.13
1972,Jul,-0.05
1973,Jul,0.04
1974,Jul,-0.12
1975,Jul,-0.06
1976,Jul,-0.26
1977,Jul,0.08
1978,Jul,-0.07
1979,Jul,0.05
1980,Jul,0.13
1981,Jul,0.09
1982,Jul,0.04
1983,Jul,0.2
1984,Jul,0.08
1985,Jul,-0.08
1986,Jul,-0.02
1987,Jul,0.25
1988,Jul,0.42
1989,Jul,0.32
1990,Jul,0.33
1991,Jul,0.43
1992,Jul,-0.1
1993,Jul,0.12
1994,Jul,0.33
1995,Jul,0.37
1996,Jul,0.29
1997,Jul,0.41
1998,Jul,0.75
1999,Jul,0.35
2000,Jul,0.41
2001,Jul,0.63
2002,Jul,0.66
2003,Jul,0.68
2004,Jul,0.5
2005,Jul,0.75
2006,Jul,0.69
2007,Jul,0.65
2008,Jul,0.6
2009,Jul,0.68
2010,Jul,0.89
2011,Jul,0.71
2012,Jul,0.85
2013,Jul,0.69
2014,Jul,0.77
2015,Jul,0.92
2016,Jul,1.05
2017,Jul,0.98
2018,Jul,0.93
2019,Jul,1.03
2020,Jul,1.1
2021,Jul,1.08
2022,Jul,1.07
2023,Jul,1.45
2024,Jul,1.42
2025,Jul,1.23
1880,Aug,-0.28
1881,Aug,-0.07
1882,Aug,-0.16
1883,Aug,-0.24
1884,Aug,-0.52
1885,Aug,-0.43
1886,Aug,-0.44
1887,Aug,-0.57
1888,Aug,-0.23
1889,Aug,-0.22
1890,Aug,-0.41
1891,Aug,-0.14
1892,Aug,-0.34
1893,Aug,-0.35
1894,Aug,-0.28
1895,Aug,-0.29
1896,Aug,-0.13
1897,Aug,-0.08
1898,Aug,-0.2
1899,Aug,-0.08
1900,Aug,-0.1
1901,Aug,-0.18
1902,Aug,-0.31
1903,Aug,-0.57
1904,Aug,-0.56
1905,Aug,-0.25
1906,Aug,-0.18
1907,Aug,-0.4
1908,Aug,-0.59
1909,Aug,-0.37
1910,Aug,-0.41
1911,Aug,-0.44
1912,Aug,-0.79
1913,Aug,-0.48
1914,Aug,-0.29
1915,Aug,-0.17
1916,Aug,-0.38
1917,Aug,-0.41
1918,Aug,-0.38
1919,Aug,-0.32
1920,Aug,-0.33
1921,Aug,-0.31
1922,Aug,-0.38
1923,Aug,-0.29
1924,Aug,-0.28
1925,Aug,-0.21
1926,Aug,-0.07
1927,Aug,-0.16
1928,Aug,-0.2
1929,Aug,-0.21
1930,Aug,0.01
1931,Aug,0.08
1932,Aug,-0.09
1933,Aug,-0.15
1934,Aug,-0.11
1935,Aug,-0.07
1936,Aug,0.01
1937,Aug,0.15
1938,Aug,0.07
1939,Aug,0.08
1940,Aug,0.06
1941,Aug,0.18
1942,Aug,-0.09
1943,Aug,0.09
1944,Aug,0.17
1945,Aug,0.28
1946,Aug,-0.1
1947,Aug,-0.04
1948,Aug,0.03
1949,Aug,-0.05
1950,Aug,-0.2
1951,Aug,0.22
1952,Aug,0.07
1953,Aug,0.18
1954,Aug,-0.01
1955,Aug,0.07
1956,Aug,-0.28
1957,Aug,0.16
1958,Aug,0.13
1959,Aug,0.1
1960,Aug,0.11
1961,Aug,0.05
1962,Aug,0.04
1963,Aug,0.14
1964,Aug,-0.23
1965,Aug,-0.2
1966,Aug,0.14
1967,Aug,0.06
1968,Aug,-0.08
1969,Aug,0.04
1970,Aug,-0.05
1971,Aug,-0.16
1972,Aug,-0.09
1973,Aug,0.03
1974,Aug,-0.11
1975,Aug,-0.13
1976,Aug,-0.21
1977,Aug,0.02
1978,Aug,-0.14
1979,Aug,0.04
1980,Aug,0.09
1981,Aug,0.16
1982,Aug,-0.07
1983,Aug,0.25
1984,Aug,0.05
1985,Aug,-0.02
1986,Aug,0.04
1987,Aug,0.27
1988,Aug,0.26
1989,Aug,0.26
1990,Aug,0.41
1991,Aug,0.35
1992,Aug,-0.07
1993,Aug,0.02
1994,Aug,0.32
1995,Aug,0.54
1996,Aug,0.18
1997,Aug,0.48
1998,Aug,0.72
1999,Aug,0.3
2000,Aug,0.47
2001,Aug,0.68
2002,Aug,0.55
2003,Aug,0.86
2004,Aug,0.55
2005,Aug,0.69
2006,Aug,0.69
2007,Aug,0.73
2008,Aug,0.58
2009,Aug,0.72
2010,Aug,0.86
2011,Aug,0.71
2012,Aug,0.76
2013,Aug,0.74
2014,Aug,0.91
2015,Aug,1.01
2016,Aug,1.13
2017,Aug,1.02
2018,Aug,0.9
2019,Aug,1.11
2020,Aug,1.12
2021,Aug,1.03
2022,Aug,1.17
2023,Aug,1.57
2024,Aug,1.43
2025,Aug,1.29
1880,Sep,-0.25
1881,Sep,-0.29
1882,Sep,-0.26
1883,Sep,-0.35
1884,Sep,-0.46
1885,Sep,-0.41
1886,Sep,-0.34
1887,Sep,-0.23
1888,Sep,-0.21
1889,Sep,-0.32
1890,Sep,-0.37
1891,Sep,-0.09
1892,Sep,-0.22
1893,Sep,-0.29
1894,Sep,-0.34
1895,Sep,-0.07
1896,Sep,-0.15
1897,Sep,-0.08
1898,Sep,-0.2
